Timestep,Time [s],Drive_Pos [x(t)],Drive_Vel [vx(t)],Drive_Acc [ax(t)],Mass_Pos [p(t)],Mass_Vel [v(t)],Mass_Acc [a(t)]
0,0.0,0.0,0.8389083184508483,-0.663381814537781,-1.981,0.0,0.0
1,0.1,0.08063946980025194,0.7738810775541904,-0.6371630033953773,-1.981,0.0,0.806394698002519
2,0.2,0.1547762155108381,0.7114757177717729,-0.5988919221964373,-1.9729360530199749,0.0806394698002519,1.3864832155078766
3,0.30000000000000004,0.22293461335460651,0.654102693114903,-0.550597595122862,-1.951007273884871,0.21928779135103954,1.7101310810437358
4,0.4,0.2855967541338187,0.6013561987472005,-0.5061976969788551,-1.9119771839393296,0.39030089945541313,1.775438481276069
5,0.5,0.3432058531040466,0.552863153719132,-0.4653781830803755,-1.8551927091810276,0.5678447475830201,1.6061408752677213
6,0.6000000000000001,0.3961693848776451,0.5082805621311254,-0.42785033314017284,-1.7823468256700483,0.7284588351097923,1.2467032703671386
7,0.7000000000000001,0.4448619655302717,0.4672930870910974,-0.39334870912188513,-1.6970339094553977,0.8531291621465061,0.7558295877101884
8,0.8,0.48962800229586456,0.42961082030674835,-0.36162927777168286,-1.6041626973636451,0.928712120917525,0.19919487567756988
9,0.9,0.5307841295916214,0.39496723153676083,-0.3324676845479213,-1.509299536515117,0.9486316084852819,-0.35779494741789897
10,1.0,0.5686214486032167,0.3631172833971641,-0.30565766674026107,-1.4180143251407678,0.9128521137434921,-0.8564943763036474
11,1.1,0.6034075862710542,0.3338356981887086,-0.2810095945539548,-1.335294057529455,0.8272026761131273,-1.2501862381080375
12,1.2000000000000002,0.6353885882409585,0.30691536448637313,-0.2583491298403351,-1.2650756522992226,0.7021840523023235,-1.5075416469005134
13,1.3,0.6647906591683288,0.2821658722206416,-0.23751599298664772,-1.2099326635379954,0.5514298876122722,-1.6141966605490303
14,1.4000000000000001,0.6918217626850868,0.2594121658890436,-0.21836282924312944,-1.1709316413822586,0.39001022155736914,-1.5724761808839158
15,1.5,0.7166730923461375,0.2384933063720157,-0.20075416646887778,-1.147655381035361,0.23276260346897754,-1.3994778696539942
16,1.6,0.7395204239594899,0.21926133259526803,-0.18456545692463466,-1.138373899385003,0.09281481650357812,-1.1238715830586496
17,1.7000000000000002,0.7605253588651911,0.20158021498708878,-0.1696821963347972,-1.1403311335652317,-0.019572341802286855,-0.7818627338934867
18,1.8,0.7798364669569077,0.1853248933283086,-0.15599911398781474,-1.1501069950843954,-0.09775861519163553,-0.41280676439533437
19,1.9000000000000001,0.7975903375308528,0.17038039218952583,-0.14341942814652398,-1.1640109242475123,-0.13903929163116896,-0.0549480905851798
20,2.0,0.8139125453948128,0.1566410076990038,-0.1318541615017349,-1.178464334316481,-0.14453410068968695,0.25830289780262383
21,2.1,0.8289185390706536,0.14400955988917885,-0.1212215118272797,-1.1903347154074233,-0.11870381090942456,0.5012363556901924
22,2.2,0.8427144573726486,0.13239670533354786,-0.11144627338514346,-1.1971927329414638,-0.06858017534040531,0.6576520784815294
23,2.3000000000000003,0.8553978801373632,0.12172030521215016,-0.10245930498815337,-1.197474229690689,-0.0028149674922523654,0.7215360657727743
24,2.4000000000000004,0.8670585184150786,0.11190484433591719,-0.09419704095780246,-1.1905403657821865,0.06933863908502506,0.6966502028876267
25,2.5,0.8777788490045466,0.10288089702058967,-0.08660104151821113,-1.1766399998448076,0.13900365937378772,0.5951848291197557
26,2.6,0.8876346978191966,0.09458463603227496,-0.07961757944603687,-1.1567877856162312,0.1985221422857633,0.43570269206851187
27,2.7,0.8966957762110016,0.0869573811313823,-0.07319726005272642,-1.1325785444669698,0.24209241149261448,0.24065079528709887
28,2.8000000000000003,0.905026174045473,0.07994518402172968,-0.06729467181124382,-1.1059627953648374,0.26615749102132435,0.03373220308177949
29,2.9000000000000004,0.9126848130153475,0.07349844676913353,-0.0618680651560094,-1.0790097242318872,0.2695307113295023,-0.16258533885715387
