step,x(t+1),p(t+1)
1,0.9999999917479964,-3.8665258956073707
2,0.9999998725387078,-3.810347041757901
3,0.9999999917479964,-3.759785992864376
4,0.9999999917479964,-3.7142810327744034
5,0.9999999917479964,-3.673326584779228
6,0.9999999917479964,-3.6364675815835703
7,0.9999999917479964,-3.6032944787074785
8,0.9999999917479964,-3.5734387504621976
9,0.9999999917479964,-3.5465685467840435
10,0.9999999917479964,-3.5223853152163036
11,0.9999999917479964,-3.5006204228911377
12,0.9999999917479964,-3.481032100227491
13,0.9999999917479964,-3.463402545487007
14,0.9999999917479964,-3.447535994477973
15,0.9999999917479964,-3.433255985969239
16,0.9999999917479964,-3.4204040748261813
17,0.9999999917479964,-3.4088374191406308
18,0.9999999917479964,-3.398427332508833
19,0.9999999917479964,-3.389058318883417
20,0.9999999917479964,-3.3806261422773405
21,0.9999999917479964,-3.3730371833318715
22,0.9999999917479964,-3.3662071524525503
23,0.9999999917479964,-3.360060124661161
24,0.9999999917479964,-3.3545277353057097
25,0.9999999917479964,-3.3495485366284017
26,0.9999999917479964,-3.3450673543336267
27,0.9999999917479964,-3.341034322439931
28,0.9999999917479964,-3.3374045615640036
29,0.9999999917479964,-3.3341376963466667
30,0.9999999917479964,-3.3311975337368636
31,0.9999999917479964,-3.328551419559642
32,0.9999999917479964,-3.3261699168001426
33,0.9999999917479964,-3.324026564316593
34,0.9999999917479964,-3.3220975551242984
35,0.9999999917479964,-3.320361495108635
36,0.9999999917479964,-3.3187990008800368
37,0.9999999917479964,-3.317392780202999
38,0.9999999917479964,-3.316127149422064
39,0.9999999917479964,-3.3149881138908235
40,0.9999999917479964,-3.3139629658269065
41,0.9999999917479964,-3.3130402843119797
42,0.9999999917479964,-3.312209935291748
43,0.9999999917479964,-3.3114625890019376
44,0.9999999917479964,-3.310789961255309
45,0.9999999917479964,-3.3101846525836436
46,0.9999999917479964,-3.309639826521744
47,0.9999999917479964,-3.3091495313234356
48,0.9999999917479964,-3.308708217387557
49,0.9999999917479964,-3.308311058973967
50,0.9999999917479964,-3.3079536324875356
