epoch,train_loss,val_loss
1,0.03685357483906736,0.03768827214385938
2,0.03677077126625026,0.03768777914653089
3,0.0367705232695002,0.03768770039304258
4,0.03677047739800965,0.03768768387742343
5,0.0367704666235709,0.03768767718389234
6,0.036770464082344856,0.037687677178754014
7,0.036770464011692795,0.037687677178754014
8,0.03677046399916811,0.037687677178754014
9,0.03677046403738445,0.037687677178754014
10,0.03677046403577872,0.037687677178754014
11,0.036770463977330206,0.037687677178754014
12,0.03677046414336254,0.037687677178754014
13,0.03677046398792801,0.037687677178754014
14,0.03677046405858007,0.037687677178754014
15,0.036770463978935936,0.037687677178754014
16,0.036770463991781764,0.037687677178754014
17,0.03677046399916811,0.037687677178754014
18,0.036770464019079144,0.037687677178754014
19,0.03677046398182624,0.037687677178754014
20,0.03677046407014131,0.037687677178754014
21,0.036770463979899366,0.037687677178754014
22,0.03677046400109499,0.037687677178754014
23,0.036770463934617824,0.037687677178754014
24,0.03677046392594689,0.037687677178754014
25,0.0367704639737976,0.037687677178754014
26,0.03677046393815043,0.037687677178754014
27,0.036770463934617824,0.037687677178754014
28,0.03677046395099626,0.037687677178754014
29,0.03677046398792801,0.037687677178754014
30,0.03677046405119372,0.037687677178754014
31,0.03677046401361967,0.037687677178754014
32,0.03677046394553678,0.037687677178754014
33,0.03677046397251302,0.037687677178754014
34,0.0367704639140645,0.037687677178754014
35,0.036770463933012094,0.037687677178754014
36,0.03677046394842709,0.037687677178754014
37,0.036770464026786645,0.037687677178754014
38,0.03677046389351117,0.037687677178754014
39,0.03677046407046246,0.037687677178754014
40,0.036770464050712,0.037687677178754014
41,0.03677046396898041,0.037687677178754014
42,0.03677046403577872,0.037687677178754014
43,0.03677046400976592,0.037687677178754014
44,0.036770463951959695,0.037687677178754014
45,0.036770464073031625,0.037687677178754014
46,0.03677046402871352,0.037687677178754014
47,0.03677046407431621,0.037687677178754014
48,0.036770464043486224,0.037687677178754014
49,0.03677046401811571,0.037687677178754014
50,0.03677046394682136,0.037687677178754014
51,0.03677046397411875,0.037687677178754014
52,0.03677046400302186,0.037687677178754014
53,0.036770463956776876,0.037687677178754014
54,0.036770464013298525,0.037687677178754014
55,0.036770464000452696,0.037687677178754014
56,0.03677046402485977,0.037687677178754014
57,0.03677046403288841,0.037687677178754014
58,0.03677046399210291,0.037687677178754014
59,0.0367704639253046,0.037687677178754014
60,0.03677046402421748,0.037687677178754014
61,0.03677046403899018,0.037687677178754014
62,0.03677046395709802,0.037687677178754014
63,0.036770463990176035,0.037687677178754014
64,0.03677046398600114,0.037687677178754014
65,0.03677046400109499,0.037687677178754014
66,0.03677046393943501,0.037687677178754014
67,0.0367704639962778,0.037687677178754014
68,0.036770464068856736,0.037687677178754014
69,0.03677046398407426,0.037687677178754014
70,0.036770463946500215,0.037687677178754014
71,0.03677046404573424,0.037687677178754014
72,0.036770464014904254,0.037687677178754014
73,0.036770463990176035,0.037687677178754014
74,0.03677046396143349,0.037687677178754014
75,0.03677046403288841,0.037687677178754014
76,0.03677046397765135,0.037687677178754014
77,0.036770463963199794,0.037687677178754014
78,0.03677046397154958,0.037687677178754014
79,0.036770463954528855,0.037687677178754014
80,0.03677046396833812,0.037687677178754014
81,0.03677046397957822,0.037687677178754014
82,0.03677046402100602,0.037687677178754014
83,0.03677046389415346,0.037687677178754014
84,0.03677046398600114,0.037687677178754014
85,0.03677046396576896,0.037687677178754014
86,0.03677046398343197,0.037687677178754014
87,0.036770464011692795,0.037687677178754014
88,0.03677046401458311,0.037687677178754014
89,0.03677046402807123,0.037687677178754014
90,0.03677046396352094,0.037687677178754014
91,0.036770463979899366,0.037687677178754014
92,0.03677046404220164,0.037687677178754014
93,0.036770463984716555,0.037687677178754014
94,0.036770463973476455,0.037687677178754014
95,0.03677046394585792,0.037687677178754014
96,0.03677046404284393,0.037687677178754014
97,0.03677046392369887,0.037687677178754014
98,0.036770464011692795,0.037687677178754014
99,0.036770463975082185,0.037687677178754014
100,0.03677046399852582,0.037687677178754014
