Timestep,Time [s],Drive_Pos [x(t)],Drive_Vel [vx(t)],Drive_Acc [ax(t)],Mass_Pos [p(t)],Mass_Vel [v(t)],Mass_Acc [a(t)]
0,0.0,0.0,4.49222424830317,-9.111652573167552,-1.981,0.0,0.0
1,0.1,0.4006413411853556,3.5206025754039407,-10.320780884817031,-1.981,0.0,4.006413411853556
2,0.2,0.7041205150807882,2.428068071339764,-11.6173642478459,-1.9409358658814646,0.4006413411853556,6.23992246843717
3,0.30000000000000004,0.8862549554533085,1.1971297258347606,-12.018932619585447,-1.8384725070785572,1.0246335880290727,6.412641037289587
4,0.4,0.9435464602477404,0.0242815474226743,-10.622311861965319,-1.671882737902754,1.6658976917580315,4.678394289746912
5,0.5,0.8911112649378433,-0.9273326465583032,-7.862212086355404,-1.458509025829482,2.1337371207327225,1.5524657869405285
6,0.6000000000000001,0.7580799309360797,-1.5481608698484066,-4.322688011276372,-1.2296106558868045,2.288983699426775,-2.2220778311979332
7,0.7000000000000001,0.581479090968162,-1.7918702488135776,-0.6305344682877889,-1.0229330642561063,2.0667759163069817,-5.8326543640643
8,0.8,0.3997058811733642,-1.6742677635059644,2.6441542960262687,-0.8745820162660511,1.4835104799005516,-8.550631505506399
9,0.9,0.2466255382669691,-1.2630393896083238,5.06626292450125,-0.81173728333106,0.6284473293499118,-9.854819113369622
10,1.0,0.14709800325169942,-0.6610151786057145,6.383727571040258,-0.847440741529765,-0.3570345819870505,-9.507577970198305
11,1.1,0.1144225025458262,0.013706124599727754,6.542040014584698,-0.9782199794304531,-1.307792379006881,-7.575782801230325
12,1.2000000000000002,0.14983922817164497,0.647392824311225,5.667281985099195,-1.1847570453434444,-2.0653706591299135,-4.398666605719193
13,1.3,0.24390106740807121,1.1471625216195669,4.02423998313135,-1.4352807773136278,-2.5052373197018327,-0.5129442330811766
14,1.4000000000000001,0.37927173249555834,1.452240820937495,1.9590535402905174,-1.690933951614623,-2.5565317430099506,3.4485885841117643
15,1.5,0.5343492315955702,1.5389732296776704,-0.1630344188888566,-1.9121012400745003,-2.211672884598774,6.866177601299478
16,1.6,0.6870663784310924,1.4196339371597237,-2.014867498102255,-2.064606752521383,-1.525055124468826,9.231786433993578
17,1.7000000000000002,0.818276019027515,1.1359997300572193,-3.351574769999032,-2.1247944006283297,-0.6018764810694681,10.222580677627915
18,1.8,0.9142663244425363,0.7493189831599173,-4.0368051127856015,-2.0827562419589976,0.4203815866933234,9.739844077322013
19,1.9000000000000001,0.9681398156594985,0.32863870750009905,-4.049350203367783,-1.9433196425164452,1.3943659944255247,7.910228587333913
20,2.0,0.9799940659425561,-0.060551057513639206,-3.471659698829818,-1.7247807572005536,2.185388853158916,5.052359378272181
21,2.1,0.9560296041567706,-0.3656932322658646,-2.4642759117058457,-1.4557182781019402,2.690624790986134,1.6168540316009707
22,2.2,0.9068554194893832,-0.5534062398548084,-1.2318138899187647,-1.170487258687317,2.852310194146231,-1.8888834123792275
23,2.3000000000000003,0.845348356185809,-0.6120560102496175,0.013335673996273112,-0.9041450733964861,2.6634218529083085,-4.978487557085359
24,2.4000000000000004,0.7844442174394597,-0.5507391050555538,1.0838482530489857,-0.6875877636765089,2.1655730971997724,-7.255253286040087
25,2.5,0.7352005351746982,-0.3952863596398204,1.8423674434272646,-0.5435829868169325,1.4400477685957638,-8.462212548679458
26,2.6,0.7053869455114956,-0.18226561637010086,2.2157439545136324,-0.4842003354441507,0.5938265137278179,-8.507953704171356
27,2.7,0.698747411900678,0.047862431262906124,2.197834046534494,-0.5098972211130824,-0.2569688566893178,-7.4665848131730765
28,2.8000000000000003,0.7149594317640768,0.257301192936798,1.8418942781254555,-0.6102599549137451,-1.0036273380066256,-5.554178795215156
29,2.9000000000000004,0.7502076504880376,0.4162412868879972,1.2450374098010475,-0.7661644766665592,-1.5590452175281413,-3.087233510925892
30,3.0,0.7982076891416763,0.5063086748970075,0.5280909095512654,-0.9529413335286323,-1.8677685686207306,-0.4307412046761847
31,3.1,0.8514693854674391,0.5218594687982503,-0.18553652384650787,-1.144025602437467,-1.910842689088349,2.055792568137411
32,3.2,0.9025795829013263,0.4692013701277059,-0.7886852548179335,-1.314551945664928,-1.7052634322746079,4.066578717937148
33,3.3000000000000003,0.9453096594929803,0.3641224178346636,-1.204441505365164,-1.4444125017130172,-1.298605560480893,5.385827172540866
34,3.4000000000000004,0.9754040664682591,0.22831306905467308,-1.3938172198838805,-1.5204147860356978,-0.7600228432268065,5.908211368266377
35,3.5,0.9909722733039149,0.08535897385788749,-1.3567656152543655,-1.5373349566757146,-0.16920170640016874,5.642274006196464
36,3.6,0.9924758612398366,-0.043040053996200034,-1.1272285386912495,-1.4978323872537669,0.39502569421947775,4.698056790716555
37,3.7,0.9823642625046749,-0.1400867338803624,-0.7637180379054948,-1.4113492499246536,0.8648313732911332,3.2623037510021486
